incident_id,sensor_id,work_status,location_info_x,location_info_y,collect_time,air_temperature(°C),humidity(volume %),photosynthetic_effect(μmol/m²/s),atmo_pressure(Pa),light_sensor(Lux),min_wind_dir(°),max_wind_dir(°),avg_wind_dir(°),min_wind_speed(m/s),max_wind_speed(m/s),avg_wind_speed(m/s),rainfall(mm),rainfall_time(min),rainfall_extent(mm),max_rainfall_extent(mm),heat_temparature(°C),toppling_condition,co2_concentration(ppm)
1180,311,1,87.30584,44.2181,202408231002,23.06,53,354,95280,20770,71.5,82.7,76.8,1.1,1.5,1.3,308.4,15300,0,0,23.9,0,474
1181,311,1,87.30584,44.2181,202408231102,25.18,50.11,388,95270,40220,24.4,63.4,50.1,0.8,1.7,1.3,308.4,15300,0,0,25.72,0,405
1182,311,1,87.30584,44.2181,202408231202,27.37,46.17,1094,95280,39830,49.2,66.4,58.2,2.2,3,2.6,308.4,15300,0,0,27.72,0,389
1183,311,1,87.30584,44.2181,202408231302,30.59,35.71,1244,95230,91115,82.8,116.4,93.5,3.2,4.5,3.7,308.4,15300,0,0,31.09,0,370
1184,311,1,87.30584,44.2181,202408231402,33.3,27.59,1554,95130,80305,59.6,77.4,69.8,2.6,5.1,4,313,15460,4.6,96,33.69,0,365
1185,311,1,87.30584,44.2181,202408231502,34.39,24.29,1491,95070,101600,77.5,93.6,85.9,4.5,7,5.6,313.4,15480,0.4,12,34.87,0,359
1186,311,1,87.30584,44.2181,202408231602,33.8,28.82,836,95030,62085,101.3,112.4,106.4,1.7,4,3,313.4,15480,0,0,34.28,0,357
1187,311,1,87.30584,44.2181,202408231702,33.88,29,809,94980,89230,109.4,133.8,119.4,1.2,2,1.6,313.4,15480,0,0,34.92,0,361
1188,311,1,87.30584,44.2181,202408231803,34.19,27.66,955,94960,81945,57,90,75.4,1.5,3.1,2.2,313.4,15480,0,0,35.43,0,354
1189,311,1,87.30584,44.2181,202408231903,33.54,26.95,491,94950,43800,81.9,100.7,90.5,2,2.9,2.4,313.4,15480,0,0,34.87,0,351
1190,311,1,87.30584,44.2181,202408232003,31.61,29.6,166,94980,7195,98.1,125.5,109.6,0.9,1.2,1,313.4,15480,0,0,31.97,0,353
1191,311,1,87.30584,44.2181,202408232103,30.02,31.77,29,95000,940,108.4,126.8,120.4,1.1,1.4,1.2,313.4,15480,0,0,30.05,0,358
1192,311,1,87.30584,44.2181,202408232203,28.43,38.06,0,95060,0,153.4,169.5,159.1,0.8,1.7,1,313.4,15480,0,0,28.51,0,374
1193,311,1,87.30584,44.2181,202408232303,27.91,39.34,0,95090,0,148.7,195.9,172.4,0.6,1.1,0.9,313.4,15480,0,0,27.93,0,383
1194,311,1,87.30584,44.2181,202408240003,27.36,42.28,0,95070,0,141.3,180,159.3,0.5,0.9,0.7,313.4,15480,0,0,27.51,0,376
1195,311,1,87.30584,44.2181,202408240103,27.41,41.23,0,95090,0,163.3,223.1,193.6,1.4,2.1,1.7,313.4,15480,0,0,27.55,0,374
1196,311,1,87.30584,44.2181,202408240203,26.1,44.35,0,95060,0,270,278.7,273,0.9,1,0.9,313.4,15480,0,0,26.38,0,374
1197,311,1,87.30584,44.2181,202408240302,24.3,53.45,0,95010,0,78.2,146.3,103.8,0.7,1.1,0.9,313.4,15480,0,0,24.57,0,400
1198,311,1,87.30584,44.2181,202408240402,24.43,53.1,0,95020,0,151.5,169,161.4,0.6,1.1,0.8,313.4,15480,0,0,24.59,0,399
1199,311,1,87.30584,44.2181,202408240503,24.86,51,0,95030,0,180,195.9,190.4,0.6,1.1,0.8,313.4,15480,0,0,24.91,0,381
1200,311,1,87.30584,44.2181,202408240602,24.92,53.69,0,95030,0,234.4,250.9,241.8,0.8,1.4,1.2,313.4,15480,0,0,25.03,0,395
1201,311,1,87.30584,44.2181,202408240702,24.77,55.33,0,95090,0,246.8,259,249.6,0.7,1.4,1.1,313.4,15480,0,0,24.77,0,399
1202,311,1,87.30584,44.2181,202408240802,24.45,55.93,5,95130,685,266.6,278.5,271.1,1.7,2.4,2.1,313.4,15480,0,0,24.45,0,394
1203,311,1,87.30584,44.2181,202408240902,24.18,60.94,66,95170,5290,224.2,243.4,233.6,1,1.3,1.1,313.4,15480,0,0,24.19,0,397
1204,311,1,87.30584,44.2181,202408241002,24.05,64.29,220,95230,13070,99.4,113.9,112,0.5,0.9,0.6,313.4,15480,0,0,24.57,0,417
1205,311,1,87.30584,44.2181,202408241102,27.92,46.01,908,95230,68665,237.3,260.7,249,0.7,1.1,0.9,313.4,15480,0,0,28.71,0,399
1206,311,1,87.30584,44.2181,202408241202,28.85,42.26,941,95190,78770,290.5,326.3,300.8,0.4,1.9,1.1,313.4,15480,0,0,29.65,0,365
1207,311,1,87.30584,44.2181,202408241302,30.33,39.68,1335,95150,86550,330.2,355.2,343,0.8,1.2,1,313.4,15480,0,0,31.09,0,366
1208,311,1,87.30584,44.2181,202408241402,31.62,36.77,1448,95080,94055,108.4,180,113.7,0,0.9,0.5,313.4,15480,0,0,32.75,0,368
1209,311,1,87.30584,44.2181,202408241502,32.41,34.26,1371,95010,79265,93.3,113,100.4,1.7,2.4,2,313.4,15480,0,0,33.59,0,366
1210,311,1,87.30584,44.2181,202408241602,32.92,34.62,1368,94950,91225,74.6,130.5,113.1,1.9,2.5,2.2,313.4,15480,0,0,34.23,0,365
1211,311,1,87.30584,44.2181,202408280026,20.75,86.69,0,95520,0,135,139.4,137.2,0.4,0.8,0.6,322.4,15930,1,12,20.39,0,411
1212,311,1,87.30584,44.2181,202408280126,20.56,85.56,0,95560,0,108.9,108.9,108.9,0,0.7,0.5,322.4,15930,0,0,20.49,0,395
1213,311,1,87.30584,44.2181,202408280226,19.31,88.45,0,95530,0,0,0,0,0.5,0.7,0.6,322.4,15930,0,0,19.53,0,416
1214,311,1,87.30584,44.2181,202408280326,18.63,92.24,0,95470,0,135,135,135,0,0,0,322.4,15930,0,0,18.76,0,402
1215,311,1,87.30584,44.2181,202408280426,19.73,84.86,0,95450,0,180,180,180,0,0,0,322.4,15930,0,0,19.65,0,400
1216,311,1,87.30584,44.2181,202408280526,20.75,76.09,0,95410,0,151.3,180,177,0.7,0.8,0.7,322.4,15930,0,0,20.69,0,406
1217,311,1,87.30584,44.2181,202408280626,18.59,87.86,0,95420,0,185.1,198.4,185.6,0.6,1.5,1.1,322.4,15930,0,0,18.59,0,411
1218,311,1,87.30584,44.2181,202408280726,18.67,88.61,0,95420,0,231.3,231.3,231.3,0.6,0.7,0.6,322.4,15930,0,0,18.92,0,451
1219,311,1,87.30584,44.2181,202408280826,17.23,91.51,7,95420,1450,273.1,273.1,273.1,0,0,0,322.4,15930,0,0,17.53,0,436
1220,311,1,87.30584,44.2181,202408280926,17.62,92.19,92,95450,6550,63.4,80.5,70.6,0.6,0.9,0.7,322.4,15930,0,0,18.23,0,442
1221,311,1,87.30584,44.2181,202408281026,20.61,82.07,223,95450,16150,108.4,108.4,108.4,0.5,0.5,0.5,322.4,15930,0,0,21.86,0,394
1222,311,1,87.30584,44.2181,202408281126,22.98,71.91,769,95480,64055,45.6,81.3,58.3,1.2,2.1,1.6,322.4,15930,0,0,24.25,0,374
1223,311,1,87.30584,44.2181,202408281226,24.12,66.1,1029,95470,77880,35.3,49.6,44.1,2.4,3,2.6,322.4,15930,0,0,25.09,0,362
1224,311,1,87.30584,44.2181,202408281326,25.8,63.32,1248,95410,59635,9.4,9.4,9.4,0,0.7,0.3,322.4,15930,0,0,26.73,0,365
1225,311,1,87.30584,44.2181,202408281426,27.74,50.62,1357,95310,93270,84.2,95.9,90.5,1.2,3,2.4,322.4,15930,0,0,28.41,0,369
1226,311,1,87.30584,44.2181,202408281526,29.35,43.82,1367,95230,92375,28.2,41.1,33.6,2.2,3,2.6,322.4,15930,0,0,29.72,0,356
1227,311,1,87.30584,44.2181,202408281626,29.78,44.85,1261,95190,88420,81.8,104,91.4,0.6,1,0.8,322.4,15930,0,0,30.86,0,352
1228,311,1,87.30584,44.2181,202408281726,31.28,37.86,1066,95080,79770,86,105.4,93.2,1.7,4,2.5,322.4,15930,0,0,32.37,0,352
1229,311,1,87.30584,44.2181,202408281826,31.45,32.51,796,95030,66215,55.2,83.6,69.8,1.2,2.2,1.6,322.4,15930,0,0,33.28,0,353
1230,311,1,87.30584,44.2181,202408281926,31.34,32.48,500,94980,48295,94.8,148,114.2,1.1,2.2,1.4,322.4,15930,0,0,33.98,0,351
1231,311,1,87.30584,44.2181,202408282026,30.45,35.74,219,94960,20980,102.5,126.1,111.4,0.7,1.1,0.8,322.4,15930,0,0,31.85,0,358
1232,311,1,87.30584,44.2181,202408282126,27.23,47,31,95000,1240,239,239,239,0.7,0.8,0.8,322.4,15930,0,0,27.32,0,400
1233,311,1,87.30584,44.2181,202408282226,24.4,54.91,0,95140,0,220.5,220.5,220.5,0.6,0.7,0.7,322.4,15930,0,0,24.1,0,378
1234,311,1,87.30584,44.2181,202408282326,24.5,50.79,0,95240,0,251.5,264.8,257,1.1,1.5,1.4,322.4,15930,0,0,24.37,0,382
1235,311,1,87.30584,44.2181,202408290026,23.79,53.63,0,95280,0,243.4,263.6,255.1,1.6,2.4,1.9,322.4,15930,0,0,23.66,0,390
1236,311,1,87.30584,44.2181,202408290126,21.89,62.64,0,95290,0,252.7,270,261.3,1.4,1.9,1.6,322.4,15930,0,0,21.9,0,392
1237,311,1,87.30584,44.2181,202408290226,21.19,65.19,0,95260,0,227.8,250.2,234.1,1.9,3.1,2.5,322.4,15930,0,0,20.97,0,401
1238,311,1,87.30584,44.2181,202408290326,20.13,67.51,0,95200,0,270,282.5,274.4,0.9,1.3,1.1,322.4,15930,0,0,20.02,0,403
1239,311,1,87.30584,44.2181,202408290426,19.21,67.27,0,95160,0,350.5,350.5,350.5,0,0,0,322.4,15930,0,0,19.12,0,411
1240,311,1,87.30584,44.2181,202408290526,18.06,74.46,0,95180,0,170.5,180,176.4,0.6,1.5,0.9,322.4,15930,0,0,18.1,0,439
1241,311,1,87.30584,44.2181,202408290626,16.41,78.3,0,95160,0,170.5,170.5,170.5,0.4,0.5,0.4,322.4,15930,0,0,16.83,0,419
1242,311,1,87.30584,44.2181,202408290726,16.09,81.79,0,95200,0,218.6,220.5,219.55,0.6,0.8,0.7,322.4,15930,0,0,16.28,0,472
1243,311,1,87.30584,44.2181,202408290826,15.44,82.42,11,95220,1585,36.2,36.2,36.2,0,0.4,0.3,322.4,15930,0,0,16,0,470
1244,311,1,87.30584,44.2181,202408290926,17.81,79.72,89,95290,5095,323.7,323.7,323.7,0,0.4,0.2,322.4,15930,0,0,18.56,0,419
1245,311,1,87.30584,44.2181,202408291026,20.36,73.25,217,95310,11310,0,352,358.4,0.6,1,0.8,322.4,15930,0,0,20.96,0,374
1246,311,1,87.30584,44.2181,202408291126,22.58,57.12,440,95280,32290,9.4,9.4,9.4,0.4,0.5,0.4,322.4,15930,0,0,23.52,0,356
1247,311,1,87.30584,44.2181,202408291226,23.3,51.43,570,95280,31485,333.4,344,338,0.7,1,0.8,322.4,15930,0,0,24.31,0,340
1248,311,1,87.30584,44.2181,202408291326,24.95,48.51,873,95190,51610,15.5,60.9,36.6,0.5,1.7,1,322.4,15930,0,0,26.21,0,339
1249,311,1,87.30584,44.2181,202408291426,26.67,44.01,1206,95120,74995,312.5,339.1,325.2,1.3,2.4,1.9,322.4,15930,0,0,27.87,0,343
1250,311,1,87.30584,44.2181,202408291526,27.33,39.56,614,95100,27675,294.5,308.6,302,1.2,1.8,1.5,322.4,15930,0,0,27.91,0,339
1251,311,1,87.30584,44.2181,202408291626,26.83,40.56,393,95100,21795,289.7,304.7,294.5,3.3,4.1,3.7,322.4,15930,0,0,27.02,0,337
1252,311,1,87.30584,44.2181,202408291726,25.74,46.67,238,95190,16670,238.2,271.9,256.1,2.5,4.6,3.8,322.4,15930,0,0,25.87,0,345
1253,311,1,87.30584,44.2181,202408291826,24.03,54.52,213,95330,13920,261.8,277.5,270,5.3,7.8,6.3,322.4,15930,0,0,23.76,0,359
1254,311,1,87.30584,44.2181,202408291926,19.5,74.21,87,95450,5765,279,301.1,290.8,4.9,10.6,7.7,326.2,16120,3.8,36,18.01,0,359
1255,311,1,87.30584,44.2181,202408292026,18.15,82.87,28,95600,1340,283.1,295.5,288.7,6.1,8.3,6.9,335.4,16580,9.2,48,16.43,0,371
1256,311,1,87.30584,44.2181,202408292126,17.3,89.35,3,95760,100,258.6,278.4,269.3,4.6,7.4,5.9,351,17360,15.6,36,16.3,0,379
1257,311,1,87.30584,44.2181,202408292226,16.97,92,0,95900,0,256.5,276.1,272.7,3,5,3.9,362.8,17950,11.8,48,16.25,0,382
1258,311,1,87.30584,44.2181,202409031541,16.86,61.8,683,96820,40585,265.8,281.6,272.8,1.5,2.2,2,426.4,21130,0,0,17.48,0,356
1259,311,1,87.30584,44.2181,202409031649,18.61,49.18,1160,96680,77775,222.5,245.3,235.8,1.4,2.2,1.9,426.4,21130,0,0,19.38,0,352
1260,311,1,87.30584,44.2181,202409031749,19.22,47.46,804,96670,63120,283.2,314.2,299.6,1.6,2.1,1.8,426.4,21130,0,0,20.96,0,355
1261,311,1,87.30584,44.2181,202409031849,19.64,42.09,492,96670,46055,269.4,289.5,276,2.1,2.7,2.4,426.4,21130,0,0,21.83,0,356
1262,311,1,87.30584,44.2181,202409031949,19.04,45.1,194,96660,22885,0,358.9,2,1.1,1.6,1.2,426.4,21130,0,0,20.25,0,360
1263,311,1,87.30584,44.2181,202409032049,16.74,55.26,15,96640,1000,123.6,123.6,123.6,0,0.4,0.3,426.4,21130,0,0,16.83,0,361
1264,311,1,87.30584,44.2181,202409032149,13.47,70.3,0,96700,0,123.6,123.6,123.6,0,0,0,426.4,21130,0,0,13.27,0,405
1265,311,1,87.30584,44.2181,202409032249,13.74,64.63,0,96730,0,152.7,152.7,152.7,0,0.4,0.1,426.4,21130,0,0,13.27,0,369
1266,311,1,87.30584,44.2181,202409032349,14.03,65.07,0,96700,0,180,188.7,183.9,0.8,1.1,0.9,426.4,21130,0,0,13.55,0,370
1267,311,1,87.30584,44.2181,202409040049,12.83,69.22,0,96630,0,180,189.2,186.3,0.8,1,0.9,426.4,21130,0,0,12.43,0,379
1268,311,1,87.30584,44.2181,202409040149,11.08,73.92,0,96600,0,62.7,62.7,62.7,0.5,0.8,0.7,426.4,21130,0,0,10.95,0,391
1269,311,1,87.30584,44.2181,202409040249,9.37,81.75,0,96550,0,91,135,131.4,0.4,1,0.5,426.4,21130,0,0,9.68,0,400
1270,311,1,87.30584,44.2181,202409040349,10.17,80.95,0,96500,0,169.2,180,175.8,0,1,0.7,426.4,21130,0,0,9.73,0,427
1271,311,1,87.30584,44.2181,202409040449,10.44,74.08,0,96450,0,159.4,180,174,0,1.5,0.8,426.4,21130,0,0,10.24,0,390
1272,311,1,87.30584,44.2181,202409040549,8.72,80.52,0,96400,0,106.6,148.3,144.9,0.5,1.1,0.7,426.4,21130,0,0,8.49,0,400
1273,311,1,87.30584,44.2181,202409040649,9.58,75.81,0,96360,0,104,140.1,130.3,0.9,1.3,1.1,426.4,21130,0,0,9.21,0,385
1274,311,1,87.30584,44.2181,202409040749,8.83,79.06,8,96320,1255,171.8,185.8,171.2,0,0.9,0.4,426.4,21130,0,0,8.49,0,386
1275,311,1,87.30584,44.2181,202409040849,9.96,79.07,71,96290,22995,62.9,110.8,85.7,0.9,1.2,1.1,426.4,21130,0,0,10.56,0,392
1276,311,1,87.30584,44.2181,202409040949,13.79,70.85,498,96230,45065,72.3,116.5,104.4,1,1.8,1.4,426.4,21130,0,0,15.35,0,376
1277,311,1,87.30584,44.2181,202409041049,17.78,50.21,842,96190,60990,100.2,122.6,109.5,1.5,2.6,2.2,426.4,21130,0,0,18.45,0,366
1278,311,1,87.30584,44.2181,202409041149,19.34,38.05,1140,96130,73425,66.6,109.8,96,2.5,4.9,3.8,426.4,21130,0,0,19.8,0,367
1279,311,1,87.30584,44.2181,202409041249,21.92,31.72,862,96030,82635,90,100.7,95.3,3.1,3.9,3.4,426.4,21130,0,0,22.19,0,362
1280,311,1,87.30584,44.2181,202409041349,24.22,21.7,1456,95900,87755,60,94.6,84,2.6,5.3,4.2,426.4,21130,0,0,24.33,0,358
1281,311,1,87.30584,44.2181,202409041449,26,19.93,1433,95810,88750,86.9,100.8,92.1,3.4,5.6,4.8,426.4,21130,0,0,26.01,0,367
1282,311,1,87.30584,44.2181,202409041549,26.8,19.02,1298,95740,84475,47.4,79,65,2.7,4.4,3.5,426.4,21130,0,0,27.05,0,364
1283,311,1,87.30584,44.2181,202409041649,27.05,18.69,1074,95670,75840,54.7,79.1,62.9,2.3,3.6,3,426.4,21130,0,0,27.34,0,367
1284,311,1,87.30584,44.2181,202409041749,27.32,19.7,784,95610,63455,64.3,88.4,76.3,1.9,3.6,2.8,426.4,21130,0,0,28.43,0,365
1285,311,1,87.30584,44.2181,202409041849,26.85,18.44,472,95590,46330,51.2,63.4,55.5,2.2,3.2,2.9,426.4,21130,0,0,28.32,0,366
1286,311,1,87.30584,44.2181,202409041949,25.43,24.33,178,95580,22665,49.4,64.5,55,1.1,2,1.6,426.4,21130,0,0,26.21,0,366
1287,311,1,87.30584,44.2181,202409042049,21.73,34.73,12,95610,875,52.5,52.5,52.5,0.4,0.5,0.4,426.4,21130,0,0,21.29,0,397
1288,311,1,87.30584,44.2181,202409042149,18.82,33.73,0,95640,0,198.9,198.9,198.9,0.5,0.6,0.5,426.4,21130,0,0,18.61,0,413
1289,311,1,87.30584,44.2181,202409042249,15.35,56.46,0,95660,0,198.4,198.4,198.4,0.5,0.7,0.6,426.4,21130,0,0,15.21,0,426
1290,311,1,87.30584,44.2181,202409042349,15.1,56.83,0,95650,0,200.1,209,205.1,1.3,1.7,1.5,426.4,21130,0,0,14.76,0,396
1291,311,1,87.30584,44.2181,202409050149,13.32,62.85,0,95560,0,203.1,213.6,207.9,0.9,1.1,1,426.4,21130,0,0,13.1,0,412
1292,311,1,87.30584,44.2181,202409050249,11.92,74.11,0,95510,0,206.5,206.5,206.5,0.3,0.5,0.4,426.4,21130,0,0,11.82,0,474
1293,311,1,87.30584,44.2181,202409050349,11.15,76.79,0,95480,0,231.3,231.3,231.3,0.4,0.4,0.4,426.4,21130,0,0,11.02,0,478
1294,311,1,87.30584,44.2181,202409050449,10.7,73.16,0,95440,0,321.4,321.4,321.4,0.4,0.8,0.5,426.4,21130,0,0,10.56,0,467
1295,311,1,87.30584,44.2181,202409050549,10.7,73.73,0,95410,0,206.5,206.5,206.5,0,0,0,426.4,21130,0,0,10.61,0,483
1296,311,1,87.30584,44.2181,202409050649,9.77,75.28,0,95390,0,126.8,143.1,133.9,0.8,1.1,0.9,426.4,21130,0,0,10,0,465
1297,311,1,87.30584,44.2181,202409050749,10.91,72.3,7,95390,965,129.6,156,148.6,0.5,1,0.8,426.4,21130,0,0,10.41,0,476
1298,311,1,87.30584,44.2181,202409050849,11.76,74.92,81,95380,20445,288.4,288.9,288.65,0.6,0.8,0.7,426.4,21130,0,0,12.42,0,445
1299,311,1,87.30584,44.2181,202409050949,17.3,59.39,477,95340,43250,113.1,141.3,123.1,0.5,1,0.8,426.4,21130,0,0,19.31,0,427
1300,311,1,87.30584,44.2181,202409051049,20.36,47.06,821,95340,60230,0,357,349.6,0.6,0.9,0.7,426.4,21130,0,0,21.18,0,412
1301,311,1,87.30584,44.2181,202409051149,22.61,41.4,1093,95320,73425,42.6,54.6,48.2,2,2.5,2.2,426.4,21130,0,0,23.06,0,381
1302,311,1,87.30584,44.2181,202409051249,25.37,31.05,937,95260,82565,59,85.5,73.9,1.3,2.5,1.8,426.4,21130,0,0,25.74,0,393
1303,311,1,87.30584,44.2181,202409051349,27.81,21.93,1393,95180,88490,7.9,359,25.5,0.9,2.3,1.6,426.4,21130,0,0,28.21,0,387
1304,311,1,87.30584,44.2181,202409051449,28.5,21.32,1375,95090,89190,91,110.5,97.9,2,3.4,2.7,426.4,21130,0,0,29.32,0,369
