date,rain(mm/day),wind(km/d),daily_mean_temperature(°C),tmax(°C),tmin(°C),srad(MJ/(m2*day))
19820422,0.0,1.5,19.9,27.9,11.3,25.25
19820423,1.4,5.0,16.8,26.8,12.0,11.04
19820424,0.7,2.5,11.9,17.2,7.1,13.9
19820425,0.2,4.3,12.0,15.4,7.9,17.86
19820426,0.0,2.0,8.2,14.5,-0.4,26.55
19820427,0.0,1.8,10.1,20.7,0.0,26.79
19820428,0.0,2.3,13.6,23.4,3.8,26.88
19820429,0.0,2.5,16.1,25.6,5.2,27.12
19820430,0.0,2.8,19.4,28.5,8.4,26.72
19820501,0.0,2.8,21.5,31.3,9.4,27.59
19820502,0.0,2.3,23.1,32.3,12.0,24.02
19820503,0.1,4.3,22.7,29.6,6.9,14.7
19820504,1.0,5.3,21.6,28.5,14.5,24.31
19820505,0.1,3.8,22.2,28.0,18.7,15.12
19820506,10.9,3.0,16.3,20.4,12.0,16.77
19820507,0.7,2.8,16.2,19.6,13.0,18.9
19820508,0.1,2.5,16.4,21.3,10.9,18.63
19820509,3.3,2.8,9.0,20.5,6.8,10.97
19820510,0.1,5.0,6.4,10.0,3.6,13.26
19820511,5.5,2.5,5.4,9.0,2.0,10.08
19820512,0.5,1.8,8.6,15.2,2.4,28.66
19820513,0.0,3.3,14.5,20.8,7.3,27.75
19820514,0.0,2.5,15.4,23.9,6.2,27.64
19820515,0.0,1.5,16.9,26.2,7.1,28.67
19820516,0.0,3.0,20.1,27.8,12.8,28.72
19820517,0.0,2.5,22.8,29.6,13.0,29.09
19820518,0.0,2.5,23.1,33.2,12.8,28.82
19820519,0.0,3.3,24.5,33.8,16.3,28.05
19820520,0.0,4.3,25.0,33.2,18.3,24.68
19820521,0.0,1.8,24.3,32.9,15.6,28.63
19820522,0.0,2.0,25.9,36.1,16.8,25.9
19820523,0.0,2.3,23.7,30.3,16.6,27.07
19820524,0.0,1.8,23.7,29.9,17.2,25.8
19820525,0.3,2.3,22.8,30.0,15.9,28.45
19820526,0.0,2.0,25.3,34.3,17.3,27.02
19820527,0.4,4.8,20.5,32.8,14.8,14.78
19820528,0.1,0.5,20.2,23.8,15.2,11.36
19820529,0.0,1.5,21.8,28.8,13.7,26.29
19820530,0.0,3.5,21.1,28.1,13.8,28.45
19820531,1.4,2.8,18.8,26.4,16.2,14.7
19820601,10.1,1.5,15.8,18.5,12.6,10.13
19820602,0.1,0.8,15.5,19.0,12.4,11.13
19820603,0.0,2.0,18.5,25.9,9.3,30.18
19820604,0.0,1.5,22.6,31.8,12.4,30.53
19820605,0.0,2.8,25.1,33.7,15.0,30.39
19820606,0.0,1.5,24.4,32.8,18.7,21.7
19820607,0.6,5.5,20.0,30.4,16.0,23.36
19820608,7.6,3.0,16.1,22.1,11.2,24.69
19820609,0.0,1.5,19.4,27.4,10.9,30.62
19820610,0.0,1.3,21.5,30.2,11.6,30.3
19820611,0.0,2.0,23.5,31.2,15.4,25.71
19820612,0.0,3.0,24.3,30.9,14.8,30.33
19820613,0.0,2.5,25.1,33.2,16.2,29.84
19820614,0.0,2.3,25.7,34.1,18.2,24.91
19820615,0.1,2.5,24.0,30.6,18.9,23.77
19820616,0.0,2.5,20.0,27.1,16.0,16.21
19820617,0.1,2.0,21.4,27.1,17.3,25.42
19820618,0.0,1.8,23.1,28.9,17.2,28.88
19820619,0.0,2.3,23.5,31.7,15.0,30.69
19820620,0.0,3.3,25.2,34.8,16.1,30.03
19820621,0.0,1.8,26.8,36.2,14.9,30.69
19820622,0.0,2.3,27.0,36.8,17.4,29.86
19820623,0.0,2.3,28.2,35.4,20.3,29.69
19820624,0.1,3.0,26.4,32.8,22.2,20.32
19820625,0.0,3.0,28.1,34.8,19.7,28.86
19820626,0.1,2.3,28.7,35.6,20.2,30.66
19820627,0.0,3.0,28.1,34.9,21.0,25.72
19820628,0.0,2.5,28.7,37.2,20.4,27.19
19820629,0.1,2.3,28.5,34.9,20.8,19.46
19820630,0.2,1.8,25.1,32.1,22.2,11.9
19820701,0.0,1.8,26.6,35.7,17.3,30.76
19820702,0.0,0.8,28.9,36.5,20.7,24.84
19820703,0.0,1.5,28.0,35.0,21.4,27.45
19820704,0.4,2.0,26.4,32.3,23.6,18.58
19820705,4.1,2.0,20.5,25.1,18.1,8.24
19820706,0.2,2.0,20.7,29.1,12.6,28.87
19820707,13.0,1.5,17.5,26.9,14.9,8.21
19820708,0.0,3.3,19.3,25.8,12.9,30.29
19820709,0.0,2.3,21.7,29.0,13.7,31.09
19820710,0.0,2.0,22.6,32.2,13.2,29.75
19820711,0.0,2.8,25.3,32.8,16.3,30.21
19820712,0.0,2.0,25.9,33.3,17.4,29.86
19820713,0.0,1.5,27.5,33.6,18.9,29.34
19820714,0.0,1.5,26.5,33.6,19.8,19.52
19820715,0.1,2.3,27.7,32.1,22.8,28.46
19820716,0.0,2.8,26.4,34.2,17.6,26.96
19820717,0.1,1.3,24.9,31.3,17.7,29.2
19820718,0.0,2.0,24.2,30.7,16.9,30.14
19820719,0.0,1.5,24.7,32.8,17.4,22.95
19820720,1.1,4.0,22.3,31.3,16.2,29.9
19820721,0.0,2.5,22.9,29.2,15.5,29.2
19820722,0.0,2.8,24.7,33.4,14.8,29.97
19820723,0.0,2.3,26.1,37.6,15.3,28.47
19820724,0.1,1.5,29.6,36.7,19.7,22.28
19820725,0.1,3.0,27.5,34.8,22.5,18.68
19820726,0.0,1.3,26.9,33.9,18.5,29.13
19820727,0.0,3.3,27.4,36.4,18.4,24.89
19820728,0.1,2.0,29.7,36.9,19.6,28.06
19820729,0.1,2.0,28.0,36.2,22.8,21.9
19820730,0.0,2.0,26.7,35.8,18.7,22.97
19820731,0.1,2.5,26.0,34.1,20.3,21.48
19820801,0.1,1.3,24.4,29.1,19.2,28.15
19820802,0.1,2.0,25.5,32.6,17.1,26.33
19820803,0.0,1.8,26.4,33.7,18.1,27.23
19820804,0.1,1.0,27.1,32.9,20.9,13.94
19820805,5.4,3.0,25.7,32.0,18.2,23.29
19820806,0.1,2.5,25.9,34.4,18.4,24.5
19820807,0.7,3.5,25.3,31.6,19.7,25.54
19820808,0.0,2.3,27.0,33.5,20.6,26.9
19820809,0.0,2.5,28.3,37.2,19.4,27.3
19820810,0.0,2.8,31.1,40.8,20.4,25.18
19820811,0.1,3.3,24.3,38.9,21.4,10.31
19820812,0.2,1.8,20.0,23.3,17.6,7.28
19820813,0.2,1.3,20.6,25.8,14.0,12.73
19820814,0.0,1.8,22.5,29.3,15.7,26.6
19820815,0.0,2.0,24.2,33.7,14.9,26.99
19820816,0.0,3.0,24.7,34.1,15.6,24.1
19820817,1.1,3.0,22.8,29.4,17.9,22.47
19820818,0.0,2.5,23.5,31.9,15.3,26.42
19820819,0.0,3.0,24.6,34.4,14.8,26.33
19820820,0.0,5.0,25.0,36.2,17.5,23.31
19820821,0.1,1.0,25.0,31.2,20.8,11.84
19820822,0.0,2.8,24.3,31.0,16.8,25.29
19820823,0.1,2.8,22.3,29.5,16.4,19.99
19820824,7.4,2.0,15.9,25.1,12.8,7.71
19820825,0.0,1.0,18.8,24.8,14.0,21.35
19820826,0.1,1.5,20.6,27.4,12.1,25.05
19820827,0.0,2.8,21.1,28.5,13.6,22.98
19820828,0.1,2.0,21.0,26.8,17.3,10.53
19820829,0.0,1.3,19.3,24.9,14.3,21.59
19820830,0.0,2.5,18.1,27.0,9.7,23.74
19820831,1.1,3.5,15.2,24.1,11.9,12.59
19820901,0.1,3.0,13.0,17.8,8.7,12.38
19820902,0.0,2.0,16.7,24.3,8.1,23.71
19820903,0.0,2.0,17.6,27.6,8.4,23.45
19820904,0.1,1.5,19.4,27.0,12.8,17.9
19820905,0.1,2.3,18.8,25.5,12.4,19.86
19820906,0.0,2.5,18.5,26.1,9.9,23.26
19820907,0.0,2.0,19.1,28.1,11.0,23.14
19820908,0.0,1.8,21.5,29.6,13.3,21.86
19820909,0.0,2.5,22.3,30.3,14.7,22.61
19820910,0.0,1.8,22.8,28.7,16.7,17.76
19820911,0.0,1.5,22.0,29.9,14.1,21.94
19820912,0.0,2.0,21.8,30.8,12.4,21.96
19820913,0.0,2.0,22.1,31.6,13.3,19.01
19820914,0.0,2.3,24.1,30.7,15.1,19.32
19820915,0.0,1.5,23.7,32.6,14.8,20.61
19820916,0.0,0.5,18.9,29.0,14.8,10.16
19820917,0.0,2.0,18.7,28.1,10.9,19.53
19820918,0.4,3.0,16.8,25.3,13.3,6.01
19820919,0.0,1.3,14.4,24.1,6.2,20.25
19820920,0.0,3.8,15.3,22.5,8.4,19.16
19820921,1.0,2.3,13.3,18.5,11.1,6.94
19820922,2.6,2.5,11.5,13.7,9.8,9.31
19820923,0.1,1.0,12.9,18.5,6.0,19.99
19820924,0.0,1.0,12.1,17.3,7.7,15.72
19820925,0.0,1.8,10.8,18.8,3.5,19.33
19820926,0.0,1.8,11.8,20.4,4.6,18.93
19820927,0.0,2.0,12.9,21.6,4.0,19.19
19820928,0.0,1.8,14.2,22.8,6.6,18.66
19820929,0.0,1.5,16.1,24.3,8.2,18.27
19820930,0.0,2.3,13.8,20.4,9.6,14.65
19821001,0.0,1.5,13.2,22.1,4.2,17.74
19821002,0.0,2.3,13.8,22.4,6.5,17.99
19821003,0.0,1.8,15.9,26.1,6.5,17.22
19821004,0.0,2.0,15.8,25.8,6.4,17.59
19821005,0.0,1.3,17.3,22.6,11.6,17.2
19821006,0.0,1.8,16.3,25.7,8.4,16.45
19821007,0.0,4.5,18.0,23.9,12.1,8.42
19821008,2.1,1.5,8.7,12.4,7.4,4.55
19821009,0.1,1.0,7.9,10.8,5.7,4.99
19821010,0.0,1.3,6.7,15.7,-1.0,16.28
19821011,0.0,1.0,7.5,16.5,0.4,16.02
19821012,0.0,2.0,9.3,19.3,1.5,14.7
19821013,0.0,0.8,12.5,18.8,7.6,12.44
19821014,0.0,2.5,11.2,24.8,3.3,15.15
19821015,0.0,1.3,10.9,19.6,5.2,12.92
19821016,0.0,1.0,12.5,20.4,5.1,13.84
19821017,0.0,1.3,13.9,22.4,6.3,12.0
19821018,0.0,1.0,12.1,21.2,4.8,14.5
19821019,0.0,1.3,12.9,21.4,4.7,13.36
19821020,0.0,1.8,13.5,21.4,6.5,13.12
19821021,0.0,1.5,13.5,22.6,5.8,14.11
19821022,0.0,0.5,13.3,22.7,6.9,14.09
19821023,0.0,0.3,12.5,20.8,6.4,13.96
19821024,0.0,0.0,12.4,19.4,6.1,12.86
19821025,0.0,3.3,11.2,16.1,6.9,12.74
19821026,11.2,6.0,3.7,12.4,2.5,3.65
19821027,5.0,2.5,1.5,4.0,-0.1,3.61
19821028,0.1,1.0,1.2,2.8,0.0,3.56
19821029,0.0,1.3,1.2,5.8,-2.9,12.57
19821030,0.0,1.5,1.3,6.7,-3.7,12.55
19821031,0.0,1.3,1.1,6.7,-2.9,12.43
19821101,0.0,1.8,2.7,8.4,-2.0,10.89
19821102,0.0,2.3,4.2,9.6,-0.9,8.47
19821103,0.0,2.0,4.0,9.0,-0.9,11.38
19821104,1.1,1.5,4.0,6.8,1.0,3.25
19821105,0.0,1.3,0.4,4.6,-3.6,10.08
19821106,0.0,1.8,2.8,7.3,-2.0,10.66
19821107,0.0,1.0,1.2,8.8,-3.7,11.43
19821108,0.0,0.8,2.0,7.9,-1.4,10.94
19821109,0.0,1.3,2.0,8.6,-3.9,10.83
19821110,0.0,1.0,2.2,9.8,-3.3,9.98
19821111,3.1,2.5,0.0,5.6,-2.5,2.97
19821112,2.5,1.3,-4.7,-0.8,-9.6,9.79
19821113,0.0,0.8,-8.5,-3.7,-14.6,5.74
19821114,0.1,1.0,-11.3,-6.3,-15.3,5.05
19821115,0.1,0.5,-9.2,-4.8,-13.3,9.06
19821116,0.0,1.5,-4.8,1.3,-10.7,8.53
19821117,0.1,0.8,-1.4,2.6,-7.9,7.3
19821118,0.1,0.3,-1.9,0.1,-2.6,2.73
19821119,0.1,0.5,-2.4,-1.5,-3.3,2.7
19821120,0.1,0.5,-2.0,1.6,-5.8,3.36
19821121,0.1,1.8,-3.7,0.1,-8.6,8.59
19821122,0.1,1.3,-3.8,-1.6,-4.8,5.94
19821123,0.0,1.0,-4.7,-2.6,-6.4,2.58
19821124,0.7,0.3,-4.7,-2.9,-5.4,2.55
19821125,0.1,0.0,-5.6,-3.1,-9.9,3.78
19821126,0.5,1.0,-5.3,-3.2,-6.2,2.5
19821127,0.1,0.8,-7.2,-5.4,-9.5,3.22
19821128,0.1,0.8,-8.3,-7.2,-9.8,2.45
19821129,0.1,0.5,-8.3,-7.2,-9.2,2.43
19821130,0.1,1.0,-8.1,-5.8,-9.5,2.4
19821201,0.4,0.3,-9.4,-7.9,-10.4,2.38
19821202,0.1,1.3,-9.1,-8.2,-10.2,2.36
19821203,0.0,1.3,-7.1,-0.9,-11.8,5.21
19821204,0.1,1.5,-8.9,-5.9,-11.3,2.32
19821205,0.1,1.3,-7.7,-6.1,-9.0,2.31
19821206,0.1,1.0,-8.4,-6.6,-9.2,2.29
19821207,0.1,2.0,-11.9,-8.7,-15.8,2.27
19821208,3.8,2.3,-7.8,-4.1,-11.9,3.35
19821209,0.0,1.3,-17.6,-10.2,-22.0,7.21
19821210,0.0,1.5,-16.4,-10.5,-23.9,5.17
19821211,0.0,0.8,-16.5,-11.2,-20.1,7.31
19821212,0.1,0.5,-18.0,-13.3,-21.8,4.82
19821213,0.1,0.8,-15.4,-9.7,-22.0,4.73
19821214,0.0,0.8,-10.2,-5.7,-13.8,5.33
19821215,0.0,1.0,-18.2,-11.0,-21.9,5.77
19821216,0.0,0.8,-19.4,-10.8,-24.0,6.89
19821217,0.1,0.8,-16.6,-7.7,-22.3,6.81
19821218,0.0,1.0,-15.8,-7.3,-19.9,6.87
19821219,0.0,0.8,-15.6,-7.0,-19.8,7.09
19821220,0.0,0.5,-8.5,0.3,-14.8,6.7
19821221,0.0,0.5,-12.2,-7.2,-17.9,6.93
19821222,0.0,1.3,-9.7,-1.5,-16.5,3.9
19821223,0.0,0.5,-7.9,-1.9,-16.5,7.76
19821224,0.1,0.8,-16.6,-9.9,-19.0,2.16
19821225,0.0,0.0,-15.6,-9.0,-22.4,6.64
19821226,0.0,0.0,-17.6,-9.0,-22.6,7.1
19821227,0.0,0.0,-17.7,-10.8,-23.1,6.12
19821228,0.0,0.3,-17.9,-9.2,-23.4,4.54
19821229,0.0,0.0,-16.9,-10.2,-21.2,6.15
19821230,0.0,0.0,-17.5,-8.6,-22.3,5.02
19821231,0.0,0.0,-12.5,-9.7,-18.2,2.2
19830101,0.0,0.0,-9.3,-4.8,-14.8,2.21
19830102,0.0,0.0,-9.1,-6.1,-13.0,2.22
19830103,0.2,0.8,-12.2,-7.8,-17.3,2.23
19830104,0.1,0.5,-11.6,-6.8,-19.3,5.59
19830105,0.0,0.0,-11.3,-5.3,-17.5,7.1
19830106,0.3,0.3,-10.3,-9.0,-15.5,2.27
19830107,0.3,0.3,-13.0,-10.1,-18.2,2.29
19830108,0.0,0.5,-10.5,-6.8,-19.6,4.05
19830109,2.0,0.3,-9.9,-7.1,-13.3,2.32
19830110,0.1,0.0,-19.2,-10.8,-22.6,3.94
19830111,0.1,0.0,-19.2,-11.7,-25.8,7.35
19830112,0.0,0.8,-18.8,-8.5,-24.9,6.99
19830113,0.0,0.8,-19.6,-13.0,-26.5,5.66
19830114,0.1,0.5,-18.9,-14.5,-22.5,4.88
19830115,0.2,0.3,-11.1,-1.7,-21.5,6.4
19830116,0.0,0.5,-12.3,-7.4,-18.8,3.06
19830117,0.1,0.3,-12.7,-9.2,-20.7,2.5
19830118,0.3,0.5,-16.9,-10.9,-22.1,7.49
19830119,0.1,0.8,-19.2,-10.2,-24.2,7.8
19830120,0.0,1.8,-19.5,-11.4,-24.3,8.04
19830121,0.0,0.3,-15.9,-9.7,-23.4,7.77
19830122,0.0,1.3,-17.1,-8.0,-22.7,8.53
19830123,0.0,0.3,-11.8,-3.8,-19.5,8.52
19830124,0.0,0.5,-10.2,-4.4,-16.8,8.15
19830125,0.0,1.5,-11.2,-5.6,-18.1,7.61
19830126,0.0,2.0,-7.9,-1.2,-14.9,6.97
19830127,0.0,0.5,-6.1,1.7,-13.0,9.65
19830128,0.0,2.0,-4.7,-1.9,-7.8,6.38
19830129,1.0,1.0,-2.7,-0.7,-4.2,2.87
19830130,0.1,0.8,-10.8,-3.1,-14.8,7.06
19830131,0.1,0.8,-12.1,-6.0,-17.6,6.3
19830201,0.1,1.3,-11.4,-6.9,-18.3,9.09
19830202,0.0,0.8,-14.4,-6.4,-19.8,8.52
19830203,0.0,0.8,-12.1,-4.3,-18.4,9.85
19830204,0.6,1.5,-9.2,-4.0,-15.5,3.1
19830205,3.2,0.8,-8.3,-3.6,-15.5,6.16
19830206,0.0,1.8,-15.8,-6.3,-23.8,10.93
19830207,0.1,1.3,-15.1,-7.8,-22.2,10.55
19830208,0.0,0.0,-16.1,-5.6,-23.1,11.05
19830209,0.0,1.0,-14.9,-5.3,-22.2,11.77
19830210,0.0,0.0,-14.8,-5.2,-21.6,11.58
19830211,0.1,1.0,-10.7,-4.3,-18.1,6.99
19830212,0.0,1.5,-10.6,-4.1,-18.9,10.37
19830213,0.1,1.5,-12.8,-6.8,-20.2,10.06
19830214,0.0,1.5,-12.3,-2.2,-20.0,10.69
19830215,0.0,0.3,-9.3,-0.4,-17.5,11.33
19830216,0.0,1.5,-10.0,-4.1,-17.0,11.65
19830217,0.0,1.5,-10.5,-2.7,-17.3,11.01
19830218,0.0,0.5,-9.8,-2.3,-17.1,12.54
19830219,0.0,1.0,-8.9,-1.3,-16.1,12.22
19830220,0.0,1.3,-6.1,-0.5,-13.8,12.67
19830221,0.0,1.3,-7.5,-0.5,-14.6,14.02
19830222,0.0,1.0,-9.4,-2.5,-15.9,12.92
19830223,0.0,0.8,-7.8,-2.1,-13.8,13.61
19830224,0.0,2.3,-7.3,-0.7,-14.7,14.43
19830225,0.0,2.5,-3.3,1.3,-8.4,8.92
19830226,0.1,0.5,-2.5,-0.1,-6.7,10.98
19830227,0.0,0.8,-2.4,0.6,-4.4,11.44
19830228,0.1,1.3,-4.4,-0.3,-8.0,8.48
19830301,0.0,1.8,-4.3,0.5,-8.3,10.35
19830302,0.0,0.8,1.8,6.5,-1.2,13.92
19830303,0.0,1.8,1.8,7.2,-1.8,13.32
19830304,0.0,1.3,2.2,5.2,-0.9,7.61
19830305,0.0,1.5,2.0,6.6,-2.2,15.15
19830306,0.0,1.5,2.6,6.4,-0.5,12.2
19830307,0.0,1.3,1.9,6.7,-2.0,14.17
19830308,0.0,1.5,2.4,7.6,-2.2,13.29
19830309,0.0,1.3,3.8,8.7,-0.8,13.91
19830310,0.0,1.5,5.6,11.7,0.3,15.93
19830311,0.0,3.0,4.8,14.1,-2.4,17.08
19830312,0.0,3.0,6.2,11.9,1.1,12.85
19830313,0.0,2.3,5.9,14.3,-2.3,18.26
19830314,0.0,3.0,6.2,15.1,-2.9,18.79
19830315,0.0,2.8,7.7,16.3,-1.6,18.01
19830316,0.0,5.5,8.4,14.0,2.4,17.23
19830317,0.0,1.0,3.0,9.4,0.2,9.66
19830318,0.0,1.0,1.7,9.4,-5.7,18.95
19830319,0.0,2.8,2.3,8.5,-3.9,13.99
19830320,0.4,2.8,0.6,6.3,-4.1,8.56
19830321,0.0,2.0,-1.6,4.5,-7.8,17.05
19830322,0.0,1.3,-0.2,7.1,-8.7,19.77
19830323,0.0,2.0,1.4,9.4,-5.4,18.11
19830324,0.0,2.5,2.7,11.6,-5.7,18.65
19830325,0.0,2.0,4.7,13.3,-4.8,19.33
19830326,0.0,3.3,5.5,14.7,-3.4,19.87
19830327,0.0,2.0,8.0,14.6,0.3,20.7
19830328,0.0,2.3,7.3,14.1,-1.6,14.2
19830329,0.0,4.0,8.7,16.5,-1.5,18.27
19830330,0.0,3.0,10.0,17.3,1.0,18.09
19830331,0.0,3.5,11.0,19.8,3.3,20.35
19830401,0.0,3.3,11.0,19.0,2.5,21.62
19830402,0.0,3.3,11.9,20.8,1.7,22.32
19830403,0.0,2.3,11.3,22.1,-0.9,21.86
19830404,0.0,3.5,13.8,22.8,4.8,21.69
19830405,0.0,2.8,13.7,20.8,6.4,19.91
19830406,0.1,2.8,9.9,16.7,2.4,10.76
19830407,1.2,4.3,10.7,13.8,6.7,12.45
19830408,0.0,1.3,5.3,12.8,-1.4,12.82
19830409,0.0,0.5,7.5,15.4,-1.5,21.22
19830410,0.0,1.3,10.8,18.5,2.2,22.97
19830411,0.0,1.0,12.7,20.8,1.8,22.63
19830412,0.0,0.5,11.1,19.2,1.8,18.98
19830413,0.0,0.5,8.8,17.9,-1.9,24.5
19830414,0.0,0.0,7.7,18.8,-2.7,22.79
19830415,0.0,2.5,13.9,19.9,5.2,18.03
19830416,0.0,3.8,15.3,22.8,7.4,22.53
19830417,0.0,5.5,14.1,21.0,9.4,18.35
19830418,0.1,3.0,10.1,17.5,0.9,24.41
19830419,0.0,3.8,10.6,21.6,1.4,25.28
19830420,0.0,5.5,16.2,22.9,6.0,23.06
19830421,0.0,2.5,14.4,20.9,6.9,15.26
19830422,0.0,4.5,14.0,19.5,6.8,15.17
19830423,0.0,3.8,14.1,18.8,9.3,9.17
19830424,0.0,4.3,15.4,23.2,8.3,22.47
19830425,1.8,4.3,12.3,20.2,7.0,19.74
19830426,0.1,2.8,10.0,15.7,5.7,20.28
19830427,0.0,4.0,5.6,11.2,-0.6,22.55
19830428,0.0,2.3,6.4,15.3,-2.6,15.07
19830429,0.0,2.5,13.1,21.6,2.8,22.38
19830430,0.0,2.0,15.4,23.6,5.8,23.72
19830501,0.0,3.3,16.5,22.9,8.9,22.68
19830502,0.0,2.8,17.4,25.1,7.8,27.19
19830503,0.0,3.5,16.9,24.1,11.6,21.22
19830504,0.0,2.5,16.3,26.1,5.2,27.82
19830505,0.0,3.3,19.0,29.6,8.3,27.57
19830506,0.0,3.0,20.5,29.6,11.6,19.65
19830507,0.0,2.5,22.8,29.5,12.4,25.63
19830508,0.0,2.8,20.9,28.0,16.1,20.4
19830509,6.6,2.8,17.5,24.3,13.6,19.16
19830510,0.4,1.5,13.7,20.5,11.2,8.59
19830511,0.0,3.3,14.3,21.4,4.8,28.44
19830512,0.0,2.5,13.9,21.7,5.4,20.6
19830513,0.0,3.0,17.6,25.2,8.8,28.72
19830514,0.0,1.8,21.1,29.4,11.0,27.0
19830515,0.0,3.3,22.4,29.8,13.2,21.54
19830516,0.3,3.8,19.4,28.0,15.5,8.94
19830517,0.5,3.0,17.5,27.6,10.4,20.82
19830518,1.4,3.5,19.4,25.8,13.5,26.22
19830519,11.4,5.0,13.2,24.9,5.7,7.89
19830520,3.3,3.3,9.2,17.1,2.2,28.58
19830521,0.0,4.8,15.7,25.8,7.0,28.63
19830522,5.1,2.3,8.6,21.6,4.5,7.96
19830523,0.0,3.5,9.2,12.1,6.2,12.06
19830524,0.0,2.8,12.6,21.3,1.7,29.72
19830525,0.0,4.3,18.5,22.6,10.3,27.47
19830526,0.0,2.5,17.3,25.9,8.1,28.98
19830527,0.0,2.3,21.5,30.0,10.9,29.17
19830528,0.4,4.0,21.8,29.6,15.3,18.89
19830529,0.0,2.5,16.6,22.1,11.1,23.5
19830530,0.0,2.5,20.2,30.3,9.8,27.63
19830531,0.0,3.8,19.3,28.6,14.2,25.85
19830601,18.7,3.3,15.0,22.7,12.4,9.47
19830602,0.8,4.3,13.4,17.1,9.9,18.02
19830603,4.5,2.3,15.3,21.4,8.4,28.54
19830604,0.0,2.3,17.6,23.7,11.4,29.55
19830605,0.0,2.5,18.3,26.1,9.9,28.09
19830606,0.1,3.5,19.5,26.4,14.0,21.37
19830607,0.0,2.0,21.9,30.5,11.9,30.43
19830608,0.1,4.0,22.5,31.1,13.1,23.7
19830609,0.1,2.3,22.8,29.2,13.8,29.8
19830610,0.0,2.8,22.3,30.0,13.3,30.14
19830611,0.0,2.3,23.0,29.2,16.1,24.56
19830612,0.0,3.5,24.3,30.4,18.5,26.54
19830613,0.0,2.8,25.1,32.4,17.8,27.05
19830614,0.5,3.8,23.8,30.1,17.4,29.19
19830615,0.0,3.0,22.3,29.5,15.3,26.56
19830616,1.5,3.8,21.2,27.0,16.4,17.52
19830617,0.0,3.5,23.2,29.3,17.1,24.6
19830618,0.0,2.8,24.5,31.0,16.6,28.06
19830619,1.8,5.3,22.8,31.4,16.7,25.42
19830620,4.3,2.8,20.1,24.8,16.0,23.45
19830621,0.0,4.0,20.9,26.6,11.4,30.52
19830622,0.1,2.5,22.0,28.6,11.6,24.27
19830623,0.0,2.8,23.6,31.2,16.9,29.69
19830624,0.0,3.0,24.9,32.3,15.0,30.84
19830625,0.0,3.5,26.3,33.8,18.1,31.16
19830626,0.0,3.0,25.5,34.6,17.6,28.36
19830627,0.0,3.3,26.1,33.1,17.3,27.86
19830628,0.0,3.5,26.2,35.0,18.3,24.23
19830629,0.4,4.0,25.1,31.1,19.9,15.85
19830630,0.8,3.5,22.1,27.4,17.2,25.52
19830701,0.0,3.0,23.1,29.7,15.7,30.6
19830702,0.9,3.3,21.8,30.3,15.8,25.17
19830703,0.3,3.5,22.8,29.5,16.2,20.89
19830704,1.9,3.5,19.1,27.2,15.8,11.69
19830705,0.0,2.8,20.7,28.3,11.8,30.2
19830706,0.0,3.3,23.1,30.8,13.7,29.52
19830707,0.0,1.8,26.1,32.6,19.3,23.6
19830708,0.0,4.0,24.5,32.3,20.0,17.36
19830709,2.0,3.8,22.9,29.0,16.8,29.29
19830710,0.0,4.0,22.8,28.9,17.3,27.95
19830711,0.0,3.0,21.1,27.1,13.8,27.76
19830712,0.0,1.8,21.9,30.0,11.1,30.02
19830713,0.0,3.3,24.1,33.5,12.6,30.32
19830714,0.0,2.8,25.5,35.9,14.4,30.12
19830715,0.0,3.0,28.0,37.4,16.3,29.11
19830716,0.0,2.0,28.4,36.2,21.2,20.93
19830717,0.1,2.5,27.6,35.1,20.4,28.55
19830718,0.0,2.0,28.0,37.2,19.2,25.75
19830719,0.0,2.5,29.1,38.4,19.2,29.45
19830720,0.1,5.3,27.8,37.4,23.1,24.05
19830721,0.1,2.5,28.6,34.8,21.1,21.26
19830722,0.1,2.5,28.4,34.8,21.2,22.52
19830723,0.1,2.8,27.6,34.5,21.6,25.88
19830724,0.0,2.8,29.1,35.7,21.4,25.67
19830725,0.9,3.0,26.7,32.8,17.9,23.69
19830726,8.8,3.0,22.0,29.0,16.2,27.52
19830727,0.0,2.3,24.5,31.6,15.8,29.24
19830728,0.0,2.5,25.7,33.9,17.3,25.81
19830729,0.8,2.8,27.5,32.7,21.4,22.54
19830730,0.0,1.3,26.0,33.4,15.2,28.59
19830731,0.0,2.5,30.8,40.9,20.3,25.33
19830801,0.1,2.3,31.3,37.6,27.2,17.27
19830802,0.3,2.8,25.7,30.8,19.2,27.93
19830803,0.0,3.0,24.7,32.9,15.3,25.96
19830804,0.0,2.8,27.7,36.1,17.7,26.69
19830805,0.0,5.8,33.1,39.0,27.3,26.95
19830806,0.0,5.5,28.4,37.3,20.4,25.29
19830807,0.8,3.0,26.0,33.3,21.2,18.41
19830808,0.1,2.3,21.4,27.8,15.4,12.81
19830809,5.4,2.5,22.1,27.4,16.7,20.51
19830810,0.0,2.5,22.9,30.5,15.0,25.81
19830811,0.1,2.5,22.4,30.1,15.5,17.39
19830812,0.1,2.5,24.4,31.5,16.2,27.39
19830813,0.0,2.8,23.5,31.9,14.3,24.18
19830814,0.1,2.0,24.9,31.5,17.5,16.75
19830815,0.0,3.0,27.2,34.5,18.2,26.37
19830816,0.1,3.5,27.0,34.8,21.2,25.66
19830817,0.1,3.0,26.2,32.6,19.1,26.35
19830818,0.0,2.0,27.5,35.3,16.9,25.96
