date,rain(mm/day),wind(km/d),daily_mean_temperature(°C),tmax(°C),tmin(°C),srad(MJ/(m2*day))
20140719,0.0,1.7,23.3,31.6,13.2,30.91
20140720,0.0,2.5,25.1,35.2,12.9,30.38
20140721,0.0,2.4,26.4,37.8,15.6,27.26
20140722,0.5,2.4,30.0,36.9,22.3,25.11
20140723,0.0,4.1,29.7,36.0,20.6,31.06
20140724,2.3,3.5,24.1,33.6,19.7,15.32
20140725,0.5,1.8,23.5,32.0,15.0,29.67
20140726,0.0,2.1,25.2,35.5,14.7,29.29
20140727,0.0,1.6,26.9,35.5,18.6,22.63
20140728,0.0,3.5,29.1,35.4,17.6,24.36
20140729,4.0,4.2,22.8,34.6,16.9,19.16
20140730,0.0,1.8,21.5,28.4,16.7,26.83
20140731,0.1,2.0,18.8,27.0,14.9,9.93
20140801,0.0,2.2,19.4,28.4,10.8,26.71
20140802,0.0,3.7,20.4,26.5,13.4,27.93
20140803,0.0,2.2,20.6,30.0,10.0,28.35
20140804,0.0,2.3,22.9,32.9,14.6,26.53
20140805,0.0,3.9,26.3,34.3,21.1,18.19
20140806,0.0,2.5,25.7,32.3,18.5,27.52
20140807,0.0,1.8,24.0,32.7,14.9,27.13
20140808,0.0,2.5,23.5,32.0,15.7,27.06
20140809,0.0,3.6,22.7,31.7,15.2,23.35
20140810,0.0,2.3,23.1,29.8,14.1,27.7
20140811,0.0,1.9,23.2,32.8,12.9,27.63
20140812,0.0,1.9,24.3,35.3,12.9,26.92
20140813,0.0,1.8,27.1,37.1,17.8,26.53
20140814,0.0,2.8,26.5,35.9,18.9,14.56
20140815,0.0,3.0,30.3,37.0,21.4,24.96
20140816,0.0,3.7,25.8,35.8,20.3,25.04
20140817,0.0,3.1,22.6,29.0,19.0,13.77
20140818,0.0,2.2,21.1,24.5,18.3,7.05
20140819,0.1,2.8,20.9,27.1,18.0,15.2
20140820,0.8,2.1,22.1,28.3,17.9,13.9
20140821,0.6,2.6,26.1,32.9,19.9,20.76
20140822,0.0,1.4,24.8,34.4,14.4,25.75
20140823,0.0,2.6,24.1,33.4,13.4,25.65
20140824,0.0,1.8,24.7,35.4,14.0,25.4
20140825,0.0,1.8,25.7,36.2,15.4,25.0
20140826,0.0,1.9,25.8,36.1,15.6,24.59
20140827,0.1,2.1,24.7,34.0,20.8,15.13
20140828,0.0,1.9,21.1,28.1,12.4,24.84
20140829,0.0,1.7,19.9,30.0,10.1,25.04
20140830,0.0,1.0,21.7,30.4,12.2,20.74
20140831,0.0,1.7,22.6,32.5,11.1,24.82
20140901,0.0,1.9,23.0,35.4,11.2,24.56
20140902,0.0,2.4,25.6,35.6,16.1,23.71
20140903,0.0,3.0,24.4,33.9,17.6,17.99
20140904,0.0,2.1,22.5,29.3,16.6,20.84
20140905,0.0,2.9,22.1,27.4,17.2,20.88
20140906,0.0,2.7,20.9,31.1,12.0,23.26
20140907,2.7,2.8,17.5,28.7,13.6,6.15
20140908,0.0,2.5,16.2,25.8,7.3,23.89
20140909,0.0,1.8,18.6,29.6,8.1,22.61
20140910,0.0,2.7,18.9,29.5,10.3,21.78
20140911,0.0,3.1,17.9,25.1,11.8,19.94
20140912,0.0,2.7,14.5,20.2,11.3,15.85
20140913,0.0,2.0,11.0,20.4,1.3,22.41
20140914,0.0,1.4,13.3,21.6,7.2,15.09
20140915,0.0,1.9,13.6,25.7,2.0,21.31
20140916,0.0,2.3,14.9,22.7,7.8,6.67
20140917,0.0,2.3,15.5,26.4,6.4,21.33
20140918,0.0,1.8,17.4,31.9,7.3,20.65
20140919,0.0,3.8,19.0,26.4,15.6,15.57
20140920,16.8,2.2,11.1,18.2,8.0,16.7
20140921,0.0,1.9,9.0,17.3,1.3,20.53
20140922,0.0,1.7,10.5,18.9,3.1,20.53
20140923,0.0,2.0,11.9,20.4,4.4,15.56
20140924,0.1,2.3,12.3,18.4,8.1,7.69
20140925,0.0,1.4,11.6,21.6,3.4,17.33
20140926,0.0,0.8,15.0,26.9,6.0,18.4
20140927,0.0,1.9,16.9,27.1,8.9,18.27
20140928,0.0,3.0,16.1,23.0,9.7,15.79
20140929,0.0,2.2,15.1,21.1,7.7,16.84
20140930,0.0,1.7,14.4,22.8,7.4,18.52
20141001,0.6,1.7,14.2,22.7,6.6,11.07
20141002,0.0,2.5,14.2,18.3,8.4,15.44
20141003,0.0,1.5,11.4,21.3,3.9,18.36
20141004,0.0,3.5,12.9,19.9,6.2,16.58
20141005,0.0,2.1,14.1,19.1,10.1,13.58
20141006,0.0,1.9,11.7,19.9,4.3,15.21
20141007,0.0,2.4,13.5,21.0,5.6,15.2
20141008,0.0,2.9,11.5,21.2,4.9,14.96
20141009,6.4,2.6,6.7,15.5,4.6,4.5
20141010,1.2,3.2,5.3,9.5,3.1,9.28
20141011,0.0,1.9,3.2,11.2,-4.2,16.14
20141012,0.0,1.3,3.9,13.4,-2.7,16.01
20141013,0.0,1.9,5.6,16.8,-1.7,15.63
20141014,0.0,2.0,8.4,18.1,-0.5,15.5
20141015,0.0,2.0,7.7,17.7,-0.1,15.48
20141016,0.0,1.3,8.2,19.8,-0.3,14.88
20141017,0.0,2.0,10.0,21.6,1.1,15.09
20141018,0.0,1.5,9.7,20.1,1.5,14.05
20141019,0.0,1.4,8.7,21.4,0.6,14.6
20141020,0.0,1.9,11.3,20.9,5.6,14.36
20141021,0.0,3.1,12.3,26.0,2.6,12.45
20141022,0.0,1.7,12.5,18.6,6.8,13.98
20141023,0.0,1.9,10.6,21.2,3.8,12.98
20141024,0.0,2.0,13.3,20.2,7.1,11.23
20141025,0.0,1.5,11.2,18.0,4.9,13.38
20141026,0.0,1.8,9.3,18.9,3.7,11.98
20141027,1.1,5.0,6.4,12.3,1.8,3.61
20141028,1.3,2.3,0.9,3.1,-0.4,3.56
20141029,0.0,1.0,-0.2,5.9,-5.6,12.78
20141030,0.0,1.7,-1.1,7.6,-7.4,13.07
20141031,0.0,1.0,1.7,8.7,-3.8,11.82
20141101,0.0,2.2,0.3,9.6,-6.7,12.41
20141102,0.0,2.2,1.3,9.1,-4.6,12.3
20141103,0.0,1.5,1.1,10.6,-5.5,12.48
20141104,0.0,1.8,1.6,9.8,-6.0,10.97
20141105,0.0,1.2,7.8,17.0,0.6,11.75
20141106,0.0,2.3,3.3,12.2,-2.7,11.54
20141107,0.0,1.5,3.0,12.2,-3.6,11.62
20141108,0.0,2.9,4.9,9.7,-0.7,7.68
20141109,5.3,2.9,5.0,7.7,3.9,3.05
20141110,0.2,1.4,4.0,7.4,2.0,9.13
20141111,0.0,1.3,1.0,6.8,-4.4,9.79
20141112,0.0,1.5,2.5,5.6,0.0,5.06
20141113,0.1,1.8,1.0,5.8,-4.2,7.12
20141114,0.6,1.5,1.4,6.7,-1.8,9.97
20141115,0.0,1.0,-2.2,5.8,-8.1,9.97
20141116,0.0,1.2,-1.1,7.2,-6.8,10.23
20141117,0.0,1.5,-2.4,4.8,-6.5,7.74
20141118,0.0,3.2,-0.2,4.7,-4.9,7.93
20141119,0.0,1.6,-0.5,4.5,-5.7,9.09
20141120,0.0,1.6,-1.8,1.6,-4.6,2.66
20141121,0.0,1.1,-3.6,1.1,-7.6,4.62
20141122,0.0,2.1,-2.9,4.1,-7.2,8.94
20141123,0.0,1.8,-5.0,2.7,-9.7,9.55
20141124,0.0,2.2,-5.2,0.7,-10.8,7.11
20141125,2.9,3.1,-2.1,3.3,-5.6,3.28
20141126,0.7,1.8,-6.8,-3.0,-9.9,6.91
20141127,0.0,2.0,-13.2,-7.3,-17.6,7.68
20141128,1.3,1.9,-9.0,-3.8,-14.6,6.31
20141129,0.1,1.8,-10.5,-6.2,-14.9,8.3
20141130,0.0,1.9,-17.2,-12.2,-21.6,8.89
20141201,0.0,2.2,-16.0,-11.4,-20.0,7.22
20141202,0.0,1.0,-16.0,-8.1,-21.1,8.3
20141203,0.0,2.0,-15.0,-10.6,-19.8,7.13
20141204,0.0,1.1,-12.9,-5.8,-17.6,7.16
20141205,0.0,1.0,-6.5,-3.1,-11.7,3.96
20141206,0.0,2.3,-8.9,-3.8,-12.4,6.38
20141207,0.0,1.0,-11.8,-8.6,-16.1,2.27
20141208,9.9,2.0,-7.3,-4.2,-13.4,2.26
20141209,0.0,1.5,-18.5,-10.4,-26.2,5.89
20141210,1.0,1.0,-14.9,-11.3,-23.9,2.23
20141211,0.2,0.6,-16.5,-12.2,-20.4,2.22
20141212,0.1,0.8,-19.9,-13.0,-26.7,6.67
20141213,0.2,1.0,-18.3,-10.9,-26.2,3.04
20141214,0.1,1.1,-15.6,-10.2,-20.0,6.17
20141215,0.1,1.1,-17.3,-14.7,-23.2,2.19
20141216,0.1,1.0,-23.8,-16.8,-28.6,6.67
20141217,0.0,1.1,-22.8,-17.0,-29.1,6.43
20141218,0.0,0.8,-18.3,-15.9,-21.7,5.35
20141219,0.0,0.7,-17.8,-13.1,-22.7,5.65
20141220,0.0,1.0,-20.0,-13.3,-23.7,5.64
20141221,0.0,1.0,-16.6,-11.2,-21.2,5.49
20141222,0.0,1.2,-17.5,-10.9,-22.5,5.04
20141223,0.0,0.6,-17.4,-9.7,-21.7,2.16
20141224,0.0,1.5,-17.3,-8.9,-22.1,6.33
20141225,0.0,1.1,-17.1,-7.8,-22.7,4.51
20141226,0.0,2.7,-14.0,-6.5,-21.3,5.89
20141227,0.0,1.5,-13.7,-6.8,-18.4,5.9
20141228,0.0,1.1,-14.7,-8.1,-20.9,5.37
20141229,0.0,1.3,-15.7,-10.8,-19.5,2.19
20141230,0.2,0.9,-11.6,-9.8,-18.0,2.19
20141231,0.1,0.7,-16.6,-11.8,-21.6,2.2
20150101,0.1,0.6,-15.8,-12.8,-18.0,3.21
20150102,0.1,0.9,-19.2,-14.3,-22.4,7.23
20150103,0.0,1.2,-15.3,-3.1,-23.1,4.17
20150104,0.0,1.2,-15.2,-7.6,-20.1,6.67
20150105,0.1,1.6,-13.5,-9.0,-20.3,5.3
20150106,0.0,1.3,-15.6,-9.2,-19.7,6.27
20150107,0.0,1.8,-13.0,-6.4,-19.0,6.62
20150108,0.1,1.3,-15.6,-10.3,-20.3,3.18
20150109,0.0,0.9,-16.0,-8.0,-20.9,6.86
20150110,0.0,1.2,-12.7,-2.2,-22.0,6.18
20150111,0.0,1.5,-10.8,-3.5,-17.0,2.36
20150112,0.0,2.4,-6.7,-2.7,-9.1,2.79
20150113,0.0,0.9,-9.0,-2.8,-16.3,3.3
20150114,0.0,2.1,-7.8,-2.9,-11.3,2.43
20150115,0.1,1.4,-6.7,-4.7,-8.2,2.45
20150116,2.2,1.3,-3.8,-1.1,-6.9,7.86
20150117,0.0,2.3,-9.2,-4.5,-14.6,2.5
20150118,0.0,1.3,-8.3,-7.5,-9.8,2.53
20150119,0.0,1.5,-9.8,-8.5,-10.8,2.55
20150120,0.1,1.6,-11.4,-9.3,-12.7,2.58
20150121,0.1,1.6,-9.7,-1.7,-12.7,5.45
20150122,0.0,1.6,-13.3,-4.9,-19.9,8.27
20150123,0.0,0.8,-9.2,-3.7,-14.2,9.13
20150124,0.1,1.7,-11.0,-4.2,-17.2,2.7
20150125,1.5,1.7,-10.3,-7.0,-13.7,2.73
20150126,0.5,2.0,-14.4,-12.5,-17.2,2.77
20150127,0.1,1.1,-14.3,-10.2,-17.6,7.31
20150128,0.1,1.0,-23.1,-16.6,-27.4,5.29
20150129,0.1,1.3,-20.8,-15.4,-25.8,7.63
20150130,0.1,0.9,-20.7,-13.8,-27.9,8.82
20150131,0.0,1.1,-21.4,-14.1,-27.7,9.93
20150201,0.0,0.6,-20.8,-14.4,-25.5,8.06
20150202,0.0,1.2,-20.4,-13.0,-25.7,8.99
20150203,0.0,1.1,-20.3,-13.7,-26.1,8.99
20150204,0.0,1.0,-15.9,-10.9,-21.0,3.1
20150205,0.0,1.3,-13.7,-7.5,-17.9,7.42
20150206,0.0,1.5,-16.2,-9.5,-21.1,9.66
20150207,0.0,1.1,-15.6,-7.8,-23.4,10.35
20150208,0.0,1.4,-14.3,-5.1,-21.5,10.45
20150209,0.0,1.4,-12.7,-7.2,-17.1,10.36
20150210,0.0,1.3,-13.8,-5.9,-19.5,10.16
20150211,0.0,1.7,-11.8,-4.3,-17.6,9.14
20150212,0.0,1.6,-11.1,-6.7,-15.4,7.68
20150213,13.8,3.0,-5.4,2.0,-13.0,3.5
20150214,0.0,2.2,-5.1,0.6,-14.7,13.42
20150215,0.0,1.2,-8.6,-3.1,-14.4,7.93
20150216,0.0,1.0,-8.0,-1.7,-14.4,11.12
20150217,0.0,1.6,-8.2,-0.8,-15.7,3.69
20150218,0.0,1.2,-3.2,2.3,-9.6,9.17
20150219,0.0,1.5,-5.1,-0.2,-10.9,3.78
20150220,0.0,2.9,-6.3,-1.2,-8.6,3.83
20150221,0.0,1.6,-8.5,-5.8,-10.6,12.46
20150222,0.0,2.4,-7.4,-3.5,-11.1,12.13
20150223,0.0,1.7,-8.4,-0.5,-15.5,13.61
20150224,0.0,2.0,-6.5,0.4,-15.1,14.65
20150225,0.0,2.1,-8.7,-1.9,-14.1,8.69
20150226,0.0,1.2,-4.6,2.1,-11.3,13.77
20150227,0.0,1.6,-3.2,0.4,-7.5,14.71
20150228,0.0,1.2,-6.0,-0.7,-10.9,12.84
20150301,0.0,2.2,-4.9,0.6,-9.8,13.68
20150302,0.0,3.2,-3.8,0.8,-7.4,15.24
20150303,0.0,1.1,-4.1,-0.4,-7.7,13.2
20150304,0.0,1.3,-3.3,1.6,-8.0,14.9
20150305,0.0,1.8,-2.7,1.8,-6.7,15.89
20150306,0.0,1.2,-1.4,4.3,-6.1,14.79
20150307,0.0,2.0,0.4,6.3,-3.5,14.17
20150308,0.0,1.4,0.1,5.5,-4.7,16.79
20150309,0.0,2.1,0.1,4.6,-3.4,15.3
20150310,0.0,1.9,1.0,6.5,-3.7,14.16
20150311,0.0,3.4,1.9,6.1,-2.6,14.4
20150312,0.0,3.6,0.7,4.4,-2.4,7.45
20150313,0.1,2.5,1.0,6.2,-4.9,18.52
20150314,0.0,2.5,-0.6,7.9,-6.6,16.32
20150315,0.0,2.2,2.9,9.2,-3.3,18.28
20150316,0.0,2.4,1.7,7.2,-4.4,12.61
20150317,0.0,1.9,0.7,7.0,-5.5,7.28
20150318,0.0,1.9,1.1,6.4,-5.2,12.28
20150319,0.0,1.5,1.7,9.1,-5.9,19.09
20150320,0.0,2.0,3.0,12.4,-6.3,18.69
20150321,0.0,1.7,3.2,10.3,-2.8,8.9
20150322,0.0,1.4,6.0,13.8,-3.2,18.81
20150323,0.0,2.2,6.1,17.8,-3.8,18.53
20150324,0.0,1.8,9.3,20.9,-0.6,19.62
20150325,0.9,2.6,10.4,18.5,7.7,11.42
20150326,0.0,2.6,5.4,13.1,-2.9,15.83
20150327,0.0,2.9,6.7,16.2,-3.5,20.7
20150328,0.1,3.3,7.7,13.5,4.4,5.74
20150329,0.0,2.1,7.9,16.3,-1.0,17.84
20150330,0.3,6.2,7.1,14.5,1.6,12.97
20150331,0.8,5.1,-3.6,1.7,-4.5,5.9
20150401,10.2,2.0,-4.2,-3.1,-5.0,5.95
20150402,0.5,2.0,-3.2,-0.6,-5.5,6.0
20150403,0.1,1.6,-1.7,3.9,-8.5,17.8
20150404,0.0,1.8,1.0,7.5,-5.0,21.55
20150405,0.0,1.3,3.8,10.3,-2.6,20.64
20150406,0.0,2.5,6.4,12.3,0.4,17.37
20150407,0.0,1.8,8.1,16.9,-0.2,21.6
20150408,0.0,2.8,9.9,19.7,0.6,24.67
20150409,0.0,2.4,13.9,20.4,5.2,22.11
20150410,0.0,1.6,13.1,22.5,2.9,23.42
20150411,0.0,1.5,14.5,24.1,4.3,24.28
20150412,0.0,2.4,16.2,28.7,4.3,23.79
20150413,0.0,2.6,21.2,30.1,11.5,22.99
20150414,0.0,3.7,18.3,27.6,11.6,16.74
20150415,0.0,2.2,13.4,18.0,6.9,16.97
20150416,9.4,3.9,11.8,16.8,9.6,10.04
20150417,10.3,1.9,11.5,15.8,7.8,22.63
20150418,0.0,1.9,11.7,19.3,4.6,24.41
20150419,0.0,2.5,15.2,20.7,11.1,22.35
20150420,0.0,2.4,15.2,24.0,6.9,21.67
20150421,0.0,3.2,18.2,25.3,11.4,21.14
20150422,0.0,3.5,21.0,26.1,16.2,24.63
20150423,0.0,2.1,19.6,28.5,8.8,25.66
20150424,0.0,2.1,21.8,32.6,11.2,26.53
20150425,0.0,4.8,22.9,31.7,14.8,24.74
20150426,0.0,2.2,25.2,35.2,12.6,25.29
20150427,0.1,5.0,17.9,31.6,15.0,7.47
20150428,0.0,2.3,16.6,21.5,10.9,23.1
20150429,0.0,1.6,15.6,24.7,6.1,27.12
20150430,0.0,3.1,16.4,23.6,7.2,27.04
20150501,0.0,2.2,15.8,25.1,5.3,27.43
20150502,0.0,2.1,17.3,27.6,5.9,26.72
20150503,0.0,2.8,19.1,28.5,8.9,26.95
20150504,0.0,1.8,20.2,26.8,13.7,12.36
20150505,0.4,2.9,19.2,23.8,15.2,17.52
20150506,0.0,3.9,20.9,28.4,11.1,27.48
20150507,0.0,3.2,20.2,28.7,12.2,20.02
20150508,0.0,2.4,22.5,31.2,13.0,24.57
20150509,0.9,2.6,22.9,29.7,15.5,28.96
20150510,0.0,3.0,22.6,30.7,13.5,22.91
20150511,0.0,2.6,23.6,30.6,14.9,26.83
20150512,0.1,4.5,22.0,29.3,18.3,10.27
20150513,0.1,3.7,21.0,25.9,14.8,24.36
20150514,0.0,1.7,19.1,26.6,11.3,18.26
20150515,0.0,1.8,22.5,31.9,11.9,28.83
20150516,0.1,3.2,23.7,30.7,17.1,27.1
20150517,0.0,3.4,22.2,31.2,15.1,18.71
20150518,10.8,3.0,17.7,24.6,15.3,12.09
20150519,0.6,1.5,18.0,22.6,14.0,9.84
20150520,0.0,2.1,21.8,29.3,14.4,28.42
20150521,0.0,2.5,23.8,31.6,15.4,29.6
20150522,0.0,4.4,23.1,30.8,14.7,28.01
20150523,3.2,3.3,19.3,27.4,14.5,19.9
20150524,0.0,4.1,17.1,22.9,13.3,9.8
20150525,0.0,1.8,18.7,24.3,11.1,22.73
20150526,0.0,2.2,21.9,28.6,16.2,27.18
20150527,0.0,3.1,20.2,27.7,14.7,25.9
20150528,0.0,1.8,20.7,28.1,12.1,30.35
20150529,0.0,4.1,22.2,30.5,12.5,29.73
20150530,0.0,5.6,22.3,29.2,13.2,23.86
20150531,0.0,3.1,19.2,24.9,13.6,23.06
20150601,4.3,4.0,13.8,23.4,12.2,8.16
20150602,1.5,2.0,14.5,21.9,6.2,26.72
20150603,0.0,2.7,21.1,27.9,11.9,30.68
20150604,0.0,1.2,22.4,31.5,10.2,31.85
20150605,0.0,4.0,25.7,33.3,16.4,30.88
20150606,1.8,5.0,26.5,32.4,19.7,27.78
20150607,0.0,3.7,26.0,33.0,16.8,27.3
20150608,3.3,3.6,23.0,31.2,18.1,22.88
20150609,0.1,4.3,24.0,33.2,17.2,24.87
20150610,0.8,3.6,20.4,25.0,16.4,17.97
20150611,0.0,1.6,19.9,27.3,10.7,30.32
20150612,0.0,2.5,22.9,30.5,16.7,24.41
20150613,0.0,1.7,26.4,33.7,16.9,30.83
20150614,0.0,2.8,27.0,35.1,18.4,27.22
20150615,0.0,5.6,24.8,32.0,17.5,25.74
20150616,4.5,3.2,17.7,26.0,15.0,12.75
20150617,0.0,1.4,18.5,24.6,11.0,26.41
20150618,0.0,2.8,19.2,27.0,10.4,25.75
20150619,0.0,2.6,22.8,29.0,17.2,28.88
20150620,0.0,2.5,24.3,30.5,16.5,30.03
20150621,0.0,2.3,24.2,32.9,13.8,29.54
20150622,0.0,3.0,25.5,32.7,17.5,27.56
20150623,0.0,1.8,26.2,32.8,18.7,29.03
20150624,0.0,1.7,27.1,34.6,17.9,29.85
20150625,0.0,2.0,28.2,36.8,18.0,31.0
20150626,0.0,1.7,27.0,35.4,20.6,14.39
20150627,0.1,3.0,27.1,31.3,23.6,14.38
20150628,3.2,3.1,22.1,27.3,19.3,17.99
20150629,0.0,2.8,25.9,31.7,20.6,25.37
20150630,0.0,2.5,26.0,34.7,14.3,31.27
20150701,0.0,3.0,26.8,34.8,17.3,30.11
20150702,0.0,3.0,26.4,32.4,20.7,24.68
20150703,0.1,1.9,27.6,35.9,16.8,28.43
20150704,0.0,4.0,30.4,37.0,23.9,30.22
20150705,1.5,5.7,24.8,32.2,17.4,17.25
20150706,0.0,1.8,20.3,24.9,16.0,25.43
20150707,0.0,2.3,20.4,28.9,10.3,30.81
20150708,0.0,3.0,22.7,33.0,11.3,26.69
20150709,0.0,1.9,23.9,34.6,15.4,24.54
20150710,0.0,2.3,24.7,34.1,16.1,25.34
20150711,7.4,2.0,20.1,29.1,17.1,15.67
20150712,0.0,1.9,21.1,28.4,13.4,30.51
20150713,0.0,1.6,23.5,32.2,13.4,30.64
20150714,0.0,1.8,27.3,36.3,16.4,30.45
20150715,0.0,1.4,28.9,38.2,18.6,30.58
20150716,0.0,2.0,29.7,38.5,18.4,30.54
20150717,0.0,1.8,30.2,40.8,18.5,30.02
20150718,0.0,2.5,29.5,38.9,21.3,22.01
20150719,0.0,1.8,30.1,39.8,19.5,29.94
20150720,0.0,1.6,30.7,40.2,18.9,29.57
20150721,0.0,2.6,30.9,41.9,19.3,29.85
20150722,0.0,1.9,32.9,42.9,20.9,29.48
20150723,0.0,2.5,30.9,42.3,24.8,27.66
20150724,0.0,1.7,30.4,38.4,23.8,22.76
20150725,0.0,4.7,28.4,36.4,24.2,18.03
20150726,0.6,2.6,28.3,34.2,21.2,29.61
20150727,0.0,1.9,27.9,38.2,17.8,29.72
20150728,0.0,2.2,28.6,38.6,20.6,22.42
20150729,0.7,3.9,23.9,34.7,21.3,7.75
20150730,0.1,1.4,25.0,31.5,18.9,20.24
20150731,0.0,2.8,25.8,32.5,18.6,27.73
20150801,0.0,2.3,24.1,34.0,15.5,22.23
20150802,0.0,2.1,28.9,35.0,23.0,27.29
20150803,0.0,2.7,27.6,35.8,16.8,29.31
20150804,0.0,2.4,26.3,35.6,16.5,29.4
20150805,0.0,1.9,25.4,35.7,15.7,23.6
20150806,0.0,1.9,28.0,38.9,16.7,28.95
20150807,0.0,2.4,29.8,40.8,18.4,28.24
20150808,0.0,3.0,30.5,38.9,23.9,21.36
20150809,11.3,3.0,21.1,34.3,16.6,14.34
20150810,0.0,1.3,21.9,31.6,13.8,26.44
20150811,12.9,3.3,19.0,29.4,15.2,7.32
20150812,0.7,2.0,21.2,30.2,11.6,28.8
20150813,0.0,2.9,23.8,33.4,13.6,27.94
20150814,0.1,4.1,20.7,31.4,16.4,17.22
20150815,8.4,4.2,17.8,22.8,13.6,22.62
20150816,0.0,2.1,18.0,26.1,9.7,28.15
20150817,0.0,1.6,18.7,27.8,10.0,27.44
20150818,0.0,1.6,20.9,31.4,9.9,27.66
20150819,0.0,1.4,23.1,34.4,11.1,27.26
20150820,0.0,2.1,25.3,36.0,14.8,26.86
20150821,0.0,2.1,27.3,38.8,16.0,26.3
20150822,0.0,2.4,27.2,37.5,19.6,26.51
20150823,0.0,5.8,22.8,33.3,18.1,17.08
20150824,0.0,2.4,21.1,27.5,15.5,24.33
20150825,0.0,2.2,21.9,28.9,16.2,22.41
20150826,0.0,4.4,22.9,30.6,14.5,23.84
20150827,0.0,2.2,21.3,27.4,17.4,18.0
20150828,0.1,3.5,22.7,28.7,17.9,18.52
20150829,8.2,1.6,18.2,25.0,14.8,14.83
20150830,0.0,1.6,20.2,25.8,15.4,21.64
20150831,0.0,2.2,19.8,25.2,15.7,17.22
20150901,0.0,1.8,18.2,25.7,11.8,12.23
20150902,0.0,2.6,20.3,27.4,12.3,24.16
20150903,0.0,1.6,20.0,29.6,11.0,23.45
20150904,0.1,3.2,21.6,27.3,17.1,17.61
20150905,0.0,3.6,17.9,26.5,12.5,18.25
20150906,0.6,2.4,17.1,22.4,12.7,22.67
20150907,0.0,1.2,15.4,21.4,8.7,16.6
20150908,0.0,1.5,15.4,24.0,6.9,21.86
20150909,0.0,3.8,16.4,26.0,7.3,19.3
20150910,0.0,1.6,16.8,25.8,7.6,22.92
20150911,0.0,1.4,18.7,30.3,8.7,21.8
20150912,0.0,3.2,23.1,31.4,12.1,22.96
20150913,0.0,4.8,24.8,34.1,16.4,21.84
20150914,8.5,3.4,15.6,24.2,11.4,15.24
20150915,0.0,1.9,13.5,17.7,10.2,13.74
20150916,0.0,1.6,12.6,21.1,4.8,21.32
20150917,0.0,2.1,12.8,22.6,3.8,20.78
20150918,0.0,1.5,14.4,24.9,6.1,19.96
20150919,0.0,2.2,16.6,26.5,7.3,19.56
20150920,0.8,2.8,16.2,22.6,13.5,10.41
20150921,0.6,2.5,18.0,26.7,10.2,18.22
20150922,0.1,2.9,16.5,23.6,9.3,16.61
20150923,3.2,3.1,11.3,18.5,8.2,11.79
20150924,0.1,2.0,11.4,20.7,3.6,20.26
20150925,0.0,2.4,10.9,17.6,7.0,16.67
20150926,0.0,2.0,10.7,15.7,7.6,16.55
20150927,0.0,2.6,7.5,15.4,1.5,16.3
20150928,2.1,2.8,7.1,10.4,6.3,5.07
20150929,7.5,3.8,6.0,9.4,4.4,15.8
20150930,0.0,2.6,6.9,15.5,-1.0,18.91
20151001,0.0,1.6,7.9,17.7,-0.3,18.38
20151002,0.0,1.7,11.2,20.6,2.8,14.42
20151003,0.0,2.0,13.0,24.5,3.5,18.49
20151004,0.0,2.8,19.0,26.5,11.8,17.97
20151005,0.0,4.8,20.8,24.0,12.6,16.45
20151006,0.0,2.5,12.1,20.4,8.8,14.71
20151007,0.0,1.4,6.8,16.7,-1.8,17.3
20151008,0.0,1.2,8.4,19.3,0.4,16.92
20151009,0.0,1.5,10.6,21.1,2.2,16.29
20151010,0.0,1.8,12.7,22.6,4.4,15.79
20151011,0.0,1.6,12.5,23.4,5.2,15.42
20151012,0.0,2.0,13.4,24.1,3.5,15.41
20151013,1.7,1.6,13.7,21.5,6.6,15.87
20151014,0.0,4.5,12.8,20.6,6.7,11.86
20151015,0.0,3.5,9.1,16.4,6.4,4.19
20151016,0.0,1.9,7.6,12.8,3.6,15.23
20151017,0.0,3.9,6.1,14.7,-0.2,9.82
20151018,0.0,4.4,9.6,17.0,3.9,14.73
20151019,3.3,3.0,8.2,14.0,6.9,3.99
20151020,0.0,1.4,7.4,11.7,6.2,8.2
20151021,0.0,1.4,5.0,13.9,-2.3,14.22
20151022,0.0,2.0,5.4,14.7,-1.2,13.98
20151023,0.1,3.4,7.0,9.5,4.5,3.79
20151024,5.4,2.1,3.4,5.7,2.5,7.76
20151025,0.0,2.5,2.7,8.6,-1.6,12.63
20151026,0.0,1.0,0.6,8.8,-5.0,12.3
20151027,0.0,1.3,2.0,10.2,-3.6,10.91
20151028,0.9,1.2,2.9,6.2,-1.3,3.56
20151029,0.0,1.4,3.4,10.5,-3.0,12.99
20151030,0.0,1.7,1.0,10.0,-6.2,12.45
20151031,0.0,1.5,3.9,11.7,-0.9,10.08
20151101,0.0,1.5,4.3,12.1,-1.5,10.49
20151102,8.2,2.5,2.0,7.8,-0.9,3.34
20151103,0.8,1.7,1.0,5.1,-2.6,11.58
20151104,0.0,1.6,-1.8,2.1,-5.1,6.91
20151105,0.0,1.1,-1.1,3.2,-4.6,11.16
20151106,0.0,1.3,0.7,4.7,-2.1,6.87
20151107,0.0,1.9,-2.3,1.5,-5.4,5.25
20151108,0.0,3.1,1.3,5.7,-4.4,9.02
20151109,0.0,1.4,0.8,5.8,-4.5,8.55
20151110,0.0,2.1,-0.1,6.4,-3.9,9.88
20151111,0.0,1.2,-1.1,5.8,-5.8,9.41
20151112,0.0,1.6,0.0,6.3,-5.6,9.51
20151113,0.0,2.7,2.1,9.2,-2.4,2.9
